"job_id","job_title","normalized_role","seniority","seniority_basis","company","location","work_type","salary_min","salary_max","salary_currency","salary_period","required_skills","nice_to_have_skills","years_experience","education_required","language_requirements","posting_url","posting_date","source","first_seen_date","last_seen_date"
"a2ef5da0d3c9","AI Engineer - LLM Systems","AI Engineer","Mid","No seniority qualifier; owns LLM system components in experienced engineering team.","BIT Capital GmbH","Berlin, Germany","Hybrid","","","","","Python;LLMs;LangChain;RAG;PyTorch;Generative AI;CI/CD","LangGraph;AWS","","","English","https://startup.jobs/ai-engineer-llm-systems-m-f-d-bit-capital-gmbh-7252001","","startup.jobs","2026-06-27","2026-06-27"
"99d4eb3d547d","AI Engineer","AI Engineer","Mid","No seniority qualifier; expert GenAI/LLM knowledge required implies Mid-Senior level.","Smartbroker AG","Berlin, Germany","Hybrid","","","","","Python;SQL;LLMs;RAG;Generative AI;LangChain;CI/CD;GCP;AWS","Java;Langfuse","","","English; German is a plus","https://startup.jobs/ai-engineer-m-f-d-smartbroker-ag-7796002","2026-02","startup.jobs","2026-06-27","2026-06-27"
"1fdf50901b1b","Staff Machine Learning Researcher","AI Researcher","Lead/Principal","Staff level implies Lead/Principal; PhD + 4+ years research experience + publication record required.","Merantix Momentum","Berlin, Germany","Hybrid","","","","","Python;PyTorch;TensorFlow;JAX;Keras","","4+","PhD in Machine Learning or related technical field","English","https://careers.merantix-aicampus.com/companies/merantix-momentum-2/jobs/36296738-staff-machine-learning-researcher-m-f-d","","careers.merantix-aicampus.com","2026-06-27","2026-06-27"
"eaee932f530c","Senior Machine Learning Engineer","ML Engineer","Senior","Title explicitly Senior; architecting high-throughput recommendation systems at scale.","adjoe","Hamburg, Germany","Hybrid","","","","","Python;PyTorch;TensorFlow;JAX;Spark;Kafka;AWS","Flink;Kinesis","","","English","https://adjoe.io/careers/open-positions/1d7e558c-8e16-4c11-9c5f-ce6061cc71e0/","","adjoe.io","2026-06-27","2026-06-27"
"b3328fafb9e6","Senior Data Engineer","Data Engineer","Senior","Title explicitly Senior; TB-scale data engineering with Kafka/Airflow/dbt required.","adjoe","Hamburg, Germany","Hybrid","","","","","Java;SQL;dbt;Kafka;Apache Airflow","Python;Golang;Spark","","","English","https://adjoe.io/careers/open-positions/1f4c2a9e-366d-40dc-ab3c-b27263dc9e22/","","adjoe.io","2026-06-27","2026-06-27"
"7d0146191771","Senior Machine Learning Data Scientist","Data Scientist","Senior","Title explicitly Senior; mentoring junior scientists and delivering production ML.","Entrix GmbH","Munich, Germany","Onsite","","","","","Python","energy trading domain knowledge","5+","","English","https://entrix.jobs.personio.com/job/1824095?language=en","","entrix.jobs.personio.com","2026-06-27","2026-06-27"
"adc316eac030","Senior Data Engineer","Data Engineer","Senior","Title explicitly Senior; 4+ years software development and 2+ years data engineering required.","Entrix GmbH","Munich, Germany","Onsite","80000","88000","EUR","year","Python;SQL;Apache Spark;Apache Airflow;Dask;Ray;DynamoDB;Redshift;PostgreSQL","Step Functions;Prefect;Iceberg","4+","University degree in Computer Science or related engineering field","English C1","https://entrix.jobs.personio.com/job/1942726?language=en","","entrix.jobs.personio.com","2026-06-27","2026-06-27"
"8a5bc507ba40","Senior Data Scientist / Machine Learning Engineer","Data Scientist","Senior","Title explicitly Senior; solid ML expertise with Python end-to-end project ownership.","Verivox GmbH","Heidelberg, Germany","Hybrid","43200","84000","EUR","year","Python;AWS;Docker;scikit-learn","MLOps","","","English","https://verivox.jobs.personio.de/job/2186077?language=en","","verivox.jobs.personio.de","2026-06-27","2026-06-27"
"6e8228f14a78","Junior Data Scientist, Marketplace","Data Scientist","Junior","Title explicitly Junior; marketplace data science role in Berlin for entry-level candidates.","FREE NOW","Berlin, Germany","Hybrid","","","","","Python;SQL;scikit-learn","Docker;GCP;Spark","","","English","https://job-boards.greenhouse.io/freenow/jobs/7735234","2026-03-19","greenhouse.io","2026-06-27","2026-06-27"
"fa876e0552af","Junior Data Scientist - Commercial","Data Scientist","Junior","Title explicitly Junior.","Octopus Energy","Munich, Germany","Hybrid","","","","","Python;SQL","","","","German; English","https://datasciencejobs.com/jobs/junior-data-scientist-octopus-energy-germany-2/","","datasciencejobs.com","2026-06-27","2026-07-05"
"edde6101c6e4","Data Engineer","Data Engineer","Mid","No seniority qualifier; requires knowledge of data infrastructure and production-grade systems typical of mid-level engineer.","RepRisk AG","Zurich, Switzerland","Hybrid","","","","","Python; AWS; PostgreSQL; Docker; Kubernetes; Linux","Kafka; Databricks; Airflow; Terraform; Java","","","English","https://www.reprisk.com/careers/data-engineer-zurich","","reprisk.com","2026-06-28","2026-06-28"
"85b8d0922727","Machine Learning Engineer (Applied ML, B2B SaaS)","ML Engineer","Mid","Requires Master's/PhD and several years of ML experience; no Senior/Lead qualifier in title.","aspaara AG","Zurich, Switzerland","Hybrid","","","","","PyTorch; Python; scikit-learn; pandas; MLflow; Docker; Kubernetes","OR-Tools; Gurobi; CP-SAT","","Master's or PhD in Computer Science, Mathematics, Physics or related field","English","https://join.com/companies/aspaara/16065393-machine-learning-engineer-applied-ml-b2b-saas","2026-04-13","join.com","2026-06-28","2026-06-28"
"9315e3cd6abb","Zurich based - Senior Consultant, AI/ML","ML Engineer","Senior","Title explicitly Senior Consultant; requires 3+ years of ML/AI solution delivery experience.","Intellishore","Zurich, Switzerland","Hybrid","","","","","Python; TensorFlow; PyTorch; scikit-learn; pandas; Azure; AWS; GCP; Databricks; CI/CD; MLOps","Pharmaceutical industry experience; Life sciences domain knowledge","3+","Computer Science, Data Science, AI/ML or related field","English; German or French a plus","https://job-boards.eu.greenhouse.io/intellishore/jobs/4670375101","","greenhouse.io","2026-06-28","2026-06-28"
"e96c55065a41","Data Engineer","Data Engineer","Mid","No seniority qualifier; requires proficient Python, distributed systems typical of mid-level consultant engineer.","Unit8 SA","Zurich, Switzerland","Hybrid","","","","","Python; Spark; PySpark; Docker; Azure; AWS; CI/CD","Java; Databricks; Azure Data Factory; Agile; Scrum","","","English","https://www.jobs.ch/en/vacancies/detail/6de696dc-64e0-4f0a-8dd4-3269cb77b06d/","","jobs.ch","2026-06-28","2026-07-05"
"d9e8bb666619","Machine Learning Engineer","ML Engineer","Mid","No seniority qualifier; role at EPFL Swiss Data Science Center requires ML engineering expertise for industrial projects.","EPFL","Lausanne, Switzerland","Hybrid","","","","","Python; Machine Learning","LLMs; Full-stack engineering; Data architecture; MLOps","","Master's degree in Computer Science or related field","English; French highly appreciated","https://careers.epfl.ch/job/Lausanne-Machine-Learning-Engineer/1163693155/","","careers.epfl.ch","2026-06-28","2026-06-28"
"4362c5e0e136","Senior AI Researcher (m/f/x) Digital Experience Monitoring","AI Researcher","Senior","Title explicitly says Senior; requires PhD/MSc and track record of independent research publications.","Dynatrace","Vienna, Austria","Hybrid","","","","","Python; Java; Machine Learning; LLMs; Generative AI; anomaly detection; data analytics","pattern detection; RUM telemetry; distributed systems","","PhD or MSc in Computer Science, AI, or related field","English","https://www.dynatrace.com/careers/jobs/1345074100/","","dynatrace.com","2026-06-28","2026-06-28"
"c503d8532fe6","Senior Researcher (m/f/x) for Generative AI","AI Researcher","Senior","Title says Senior; requires PhD and strong publication record in generative AI.","Dynatrace","Linz, Austria","Hybrid","65000","","EUR","year","LLMs; Generative AI; Machine Learning; Python","agentic AI; RAG","","PhD in Computer Science, Artificial Intelligence, or related quantitative field","English","https://careers.dynatrace.com/jobs/9133ff1d-df58-45d0-b2c8-cbf4f51fb6e1/","","dynatrace.com","2026-06-28","2026-06-28"
"f0445c21ec17","Data Scientist (m/f/x) with focus on Large Language Models (LLMs)","Data Scientist","Mid","No seniority qualifier; minimum salary of EUR 45,500 and scope of responsibilities indicate mid-level.","Dynatrace","Linz, Austria","Hybrid","45500","","EUR","year","Python; LLMs; SQL; CI/CD; prompt engineering","","","","English","https://aijobs.net/job/148629-data-scientist-mfx-with-focus-on-large-language-models-llms/","","aijobs.net","2026-06-28","2026-06-28"
"d2fe381901ce","Senior Researcher (PostDoc) for Scalable Data Systems (m/f/x)","Data Scientist","Senior","PostDoc/Senior Researcher designation requires PhD-level research in scalable data processing.","Dynatrace","Vienna, Austria","Hybrid","56000","","EUR","year","big data processing; anomaly detection; distributed systems; algorithms","real-time data processing; data ingest architectures","","PhD in Computer Science or related field","English","https://www.dynatrace.com/careers/jobs/1328617800/","","dynatrace.com","2026-06-28","2026-06-28"
"389f7e0ccd48","Senior AI/ML Engineer","ML Engineer","Senior","Title explicitly says Senior and requires 7+ years of experience as ML/AI Engineer.","SumUp","Berlin, Germany","Hybrid","","","","","Python; LLMs; Generative AI; AWS; GCP; Azure; Kubernetes; Docker; Airflow; MLflow; Kubeflow; Git; CI/CD","Deep Learning; NLP; LangChain","7+","","English","https://www.sumup.com/careers/positions/berlin-germany/data-engineerscientist/senior-aiml-engineer/8249610002/","","sumup.com","2026-06-28","2026-06-28"
"623ba94f79fc","Senior Data Scientist","Data Scientist","Senior","Title explicitly says Senior; requires production-grade ML pipelines and end-to-end AML model ownership.","SumUp","Berlin, Germany","Hybrid","","","","","Python; SQL; scikit-learn; pandas; NumPy; CI/CD; Machine Learning; feature engineering","AML domain knowledge; regulatory ML","","","English","https://www.sumup.com/careers/positions/berlin-germany/data-engineerscientist/senior-data-scientist/8459126002/","","sumup.com","2026-06-28","2026-06-28"
"bddc90636f2e","Senior Data Scientist (f/m/d)","Data Scientist","Senior","Title explicitly says Senior; requires 4+ years in Data Science with ML model deployment in AdTech.","adjoe GmbH","Hamburg, Germany","Hybrid","","","","","Python; SQL; pandas; NumPy; scikit-learn; LightGBM; CatBoost; XGBoost; Airflow; MLflow; Kubernetes; AWS","real-time recommender systems; neural networks; polars","4+","","English","https://adjoe.io/careers/open-positions/16bf350d-3cd2-4dc2-98cb-cb6d589bae30/","","adjoe.io","2026-06-28","2026-06-28"
"4ad0010197c6","Senior Data Engineer (f/m/d)","Data Engineer","Senior","Title explicitly says Senior; involves designing ML feature stores and large-scale data architectures.","applike group","Hamburg, Germany","Hybrid","","","","","Python; Spark; Airflow; Kafka; Kubernetes; AWS; SQL; dbt","Trino; DynamoDB; Terraform; feature stores; MLflow","","","English","https://jobs.lever.co/applike/1f4c2a9e-366d-40dc-ab3c-b27263dc9e22","2026-04-29","lever.co","2026-06-28","2026-06-28"
"f5b434321cfc","Data Engineer","Data Engineer","Mid","No seniority prefix in title; role is technical data engineering without explicit senior designation.","Helsing","Munich, Germany","Onsite","","","","","Python; data pipelines; software engineering","","","","English","https://helsing.ai/jobs/4233250101","","helsing.ai","2026-06-28","2026-06-28"
"a197eabf4823","AI and ML Engineer - Insurance (m/f/d)","ML Engineer","Senior","Responsible for AI strategy development across 40+ markets; requires enterprise ML platform expertise.","Munich Re","Munich, Germany","Hybrid","","","","","Python; scikit-learn; PyTorch; TensorFlow; Hugging Face; LangChain; Databricks; Azure; Docker; Kubernetes; Spark; SQL; MLflow","LlamaIndex; Azure OpenAI; AI ethics","","MSc in Computer Science, Data Science, or related field","English","https://careers.munichre.com/en/job/munich/ai-and-ml-engineer-insurance-m-f-d/3342/32707659328","","careers.munichre.com","2026-06-28","2026-06-28"
"27d332eb232e","AI Scientist","AI Researcher","Senior","Requires PhD and published research in top-tier ML/AI venues; focus on oncology drug discovery research.","Novartis","Basel, Switzerland","Hybrid","","","","","Python; PyTorch; LLMs; Generative AI; geometric deep learning; multimodal learning; knowledge graphs","agentic AI; biomedical foundation models; computational biology","","MSc or PhD in Machine Learning, Computer Science or Computational Biology; PhD preferred","English","https://www.novartis.com/careers/career-search/job/details/req-10064676-ai-scientist","","novartis.com","2026-06-28","2026-06-28"
"18805c96eafb","AI Data Scientist","Data Scientist","Mid","No seniority prefix; role focuses on designing AI/ML concepts for sales and logistics processes.","Mercedes-Benz","Stuttgart, Germany","Hybrid","","","","","Python; R; Azure; Databricks; SQL; Machine Learning; Deep Learning; LLMs; neural networks","MLflow; Generative AI","","BSc or MSc in Data Science, Computer Science, or Business Informatics","German; English","https://jobs.mercedes-benz.com/en/ai-data-scientist-195490-MER0003WQ5","","jobs.mercedes-benz.com","2026-06-28","2026-07-05"
"5485e6267af8","Quality Medicine Data Scientist (m/f/d)","Data Scientist","Senior","Requires PhD or MSc plus proven full-cycle project track record in pharma; leads analytics initiatives independently.","Boehringer Ingelheim RCV GmbH","Vienna, Austria","Hybrid","","","","","Python;R;scikit-learn;Machine Learning;NLP;Causal Inference;Git","Posit workbench;GCP","","Master's or PhD in Data Science, Statistics, Computer Science, Mathematics or related","English","https://jobs.boehringer-ingelheim.com/job/Vienna-Quality-Medicine-Data-Scientist-(mfd)-Aust/1366863933/","","jobs.boehringer-ingelheim.com","2026-06-29","2026-06-29"
"736fa006dbf9","Junior AI Solution Delivery Engineer (f/m/d)","AI Engineer","Junior","Title includes 'Junior' and requires only a completed MSc with no experience threshold; entry-level delivery role.","AIT Austrian Institute of Technology","Vienna, Austria","Hybrid","","","","","Python;Machine Learning;MLOps;RAG;LLMs;CI/CD","LangChain;HPC;Cloud Platforms","","MSc in Computer Science, Data Science, Artificial Intelligence or related","English","https://jobs.ait.ac.at/Job/260562","","jobs.ait.ac.at","2026-06-29","2026-06-29"
"8a54b54bfd19","Scientist (m/f/d) for Data Science and Computer Vision","Data Scientist","Mid","Title 'Scientist' (not Junior/Senior) with focus on applying ML/Data Science to real-world problems; mid-level research-engineering role.","AIT Austrian Institute of Technology","Vienna, Austria","Hybrid","","","","","Python;PyTorch;TensorFlow;Computer Vision;Machine Learning","","","Degree in Computer Science with focus on Computer Vision, Informatics or Mathematics","English","https://jobs.ait.ac.at/Job/238005","","jobs.ait.ac.at","2026-06-29","2026-06-29"
"f551c93fc241","Machine Learning & AI Engineer (m/f/d)","ML Engineer","Mid","No explicit seniority qualifier; role requires broad ML knowledge with R&D responsibilities; inferred Mid based on IC scope without leadership duties.","Magna International","Graz, Austria","Onsite","50000","","EUR","year","Python;Machine Learning;C++;MATLAB","Rust;Automotive domain knowledge","","Computer Science or Engineering degree","English","https://jobs.magna.com/job/GRAZ-Machine-Learning-&-AI-Engineer-(mfd)/568252417/","","jobs.magna.com","2026-06-29","2026-06-29"
"a2ddbdeaa851","AI Engineer for Corporate & Investment Banking (f/m/x)","AI Engineer","Mid","Requires several years of experience in software development or AI/ML engineering; IC product-building scope without explicit team lead duties.","Raiffeisen Bank International","Vienna, Austria","Hybrid","3375","","EUR","month","Python;Spark;Scala;Machine Learning","PyTorch;TensorFlow;Azure;LLMs","","","English","https://at.indeed.com/viewjob?jk=afdad099dc4ab376","","jobs.rbinternational.com","2026-06-29","2026-06-29"
"6d012aa543d6","Senior Data Scientist with Generative AI Focus (f/m/x)","Data Scientist","Senior","Title explicitly says 'Senior' and role includes mentoring junior colleagues in classic ML and generative AI.","Raiffeisen Bank International","Vienna, Austria","Hybrid","","","","","Python;Machine Learning;LLMs;Generative AI;AWS;Databricks","RAG;MLOps","","","English","https://jobs.rbinternational.com/Senior-Data-Scientist-with-Generative-AI-Focus-fmx-de-j9626.html","","jobs.rbinternational.com","2026-06-29","2026-06-29"
"827b49da5163","Technical Consultant (w/m/d) AI Engineering","AI Engineer","Senior","Requires minimum 5 years professional experience in software development or data science; leads AI/ML project implementation for public sector clients.","BRZ Bundesrechenzentrum","Vienna, Austria","Hybrid","66806","","EUR","year","Python;Docker;Kubernetes;Machine Learning;LLMs;RAG;LangChain;PyTorch","OpenShift;Airflow;ETL/ELT;MCP","5+","Technical education (FH/University/HTL) in computer science or equivalent","German","https://www.brz-jobs.at/Job/3185/Technical-Consultant-(w-m-d)-AI-Engineering","","brz-jobs.at","2026-06-29","2026-06-29"
"c7e13c5db554","Postdoctoral Researcher in Machine Learning (Locatello Group)","AI Researcher","Mid","Postdoc position requiring a completed PhD; independent research within a group without team leadership.","ISTA","Klosterneuburg, Austria","Onsite","72100","","EUR","year","Machine Learning;Python;Causal Inference;Statistics","PyTorch;Representation Learning","","PhD in Machine Learning, Statistics or related field","English","https://ista.ac.at/en/job/postdoc-research-group-locatello/","","ista.ac.at","2026-06-29","2026-06-29"
"e8d8b7333f8c","Data Scientist mit AI Fokus (w/m/x)","Data Scientist","Mid","Requires several years of experience in Data Science or Analytics; IC role with LLMOps/MLOps responsibilities; no leadership scope mentioned.","IBM iX Austria","Vienna, Austria","Hybrid","","","","","Python;Machine Learning;LLMs;MLOps;CI/CD;Docker;LangChain","RAG;MCP;LlamaIndex;Vector Databases","","Bachelor's or Master's in Computer Science, Data Science, Mathematics or similar","German","https://ibmix.de/job/r1118-data-scientist-mit-ai-fokus-w-m-x/","","ibmix.de","2026-06-29","2026-06-29"
"d23bfef81311","Data Engineer (Remote from Austria)","Data Engineer","Mid","No seniority qualifier; requires hands-on pipeline building with cloud tools; IC scope typical of mid-level data engineering role.","Jobgether","Vienna, Austria","Remote","","","","","Python;SQL;Airflow;Spark;dbt;REST APIs;Snowflake;AWS","BigQuery;Databricks;Kafka","","","English","https://jobs.lever.co/jobgether/ba1a3875-3df5-4cfd-b3d9-3e04b5860dcf","","lever.co","2026-06-29","2026-06-29"
"73d7be0b17b2","Foundation and Generative Models for Biomolecules","AI Researcher","Senior","Requires 3+ years hands-on ML model development experience and mentorship of team members, indicating Senior level scope.","Inceptive","Zurich, Switzerland","Hybrid","","","","","Python;PyTorch;deep learning;generative models;foundation models;machine learning","Kubernetes;Docker","3+","","English","https://job-boards.greenhouse.io/inceptive/jobs/4961579007","2026-05-14","greenhouse.io","2026-06-29","2026-06-29"
"075e18223ab6","Senior AI Engineer (Zürich)","AI Engineer","Senior","Title explicitly says Senior and the role involves full ownership of projects shaping AI safety product infrastructure.","Lakera","Zurich, Switzerland","Onsite","","","","","Python;Go;REST APIs;TypeScript;JavaScript","React","5+","","English","https://jobs.ashbyhq.com/lakera.ai/32a92101-5b75-4714-95a4-8a8297fada6b","","ashbyhq.com","2026-06-29","2026-06-29"
"5a0909f71192","Machine Learning Researcher in Protein Design (f/m/*)","AI Researcher","Senior","Requires PhD and strong experience in deep learning for protein design, with expectation to own research independently.","Cradle","Zurich, Switzerland","Hybrid","","","","","Python;PyTorch;deep learning;machine learning;protein design;Kubernetes;Docker","Rust;Haskell;Julia","","PhD in Computer Science, Mathematics, Physics, Computational Biology or related","English","https://jobs.ashbyhq.com/cradlebio/49ab4ff1-cf2c-4347-a3a7-23bd5611d37a","","ashbyhq.com","2026-06-29","2026-06-29"
"19354bd0628c","University Graduate – Machine Learning Engineer 100% (f/m/d)","ML Engineer","Junior","University graduate programme targeting recent Master's graduates (max 12 months since graduation), 18-month rotational programme.","Julius Baer","Zurich, Switzerland","Hybrid","","","","","Python;R;TensorFlow;PyTorch;scikit-learn;machine learning;MLOps;SQL","Spark;banking knowledge;data pipelines","0","Master's degree in AI, Data Science, Statistics, Mathematics, Physics or Computer Science (max 12 months since graduation)","English","https://juliusbaer.wd3.myworkdayjobs.com/Technology/job/Zurich/University-Graduate---Machine-Learning-Engineer-100---f-m-d-_r-17698/apply","","juliusbaer.wd3.myworkdayjobs.com","2026-06-29","2026-06-29"
"99500528cd1e","Senior Data Scientist – Industry Solution Engineering","Data Scientist","Senior","Senior title and Industry Solution Engineering role requires substantial experience delivering data science solutions to enterprise customers.","Microsoft","Zurich, Switzerland","Hybrid","","","","","Python;SQL;machine learning;Azure;data modeling;statistics","scikit-learn;TensorFlow;Power BI","5+","","English","https://www.eurotoptech.com/jobs/preview/senior-data-scientist-industry-solution-engineering-microsoft-zurich-118464","","microsoft.com","2026-06-29","2026-06-29"
"2ba7292ca464","Data Engineer","Data Engineer","Mid","Requires 1+ year Python/SQL experience with no senior or leadership signals, standard IC contributor scope.","Garda Capital Partners","Geneva, Switzerland","Onsite","","","","","Python;SQL;data pipelines;REST APIs;NumPy;Pandas","financial markets knowledge","1+","Bachelor's or Master's in Computer Science, Engineering, Mathematics or Finance","English","https://job-boards.greenhouse.io/gardacp/jobs/5813158004","2026-02-25","greenhouse.io","2026-06-29","2026-06-29"
"c31e79db2789","Data & AI Engineer (Remote – Switzerland)","AI Engineer","Mid","Role requires solid experience with Databricks, LangChain/LlamaIndex and Azure ecosystem with no senior title or leadership signals.","Cypher Consulting Europe","Remote, Switzerland","Remote","","","","","Python;Databricks;Azure;LangChain;LlamaIndex;LLMs;RAG;data pipelines","OpenAI;GitHub Copilot","","","English","https://join.com/companies/cyphereurope/16189804-data-and-ai-engineer","2026-05-21","join.com","2026-06-29","2026-06-29"
"716bdb73f3a9","Senior Data Pipeline Engineer – Freelance (80-100%, remote/Zurich/Berlin)","Data Engineer","Senior","Title explicitly says Senior and the role requires proven track record building production-grade data pipelines with autonomous ownership.","Decentriq","Zurich, Switzerland","Remote","","","","","Python;Spark;PySpark;Databricks;Airflow;data pipelines;Kubernetes","Rust;MLOps;Dagster;homomorphic encryption","","","English","https://join.com/companies/decentriq/16239248-senior-data-pipeline-engineer-freelance-80-100-remote-zurich-berlin","","join.com","2026-06-29","2026-06-29"
"f329c8425bd0","Product Data Scientist – Research Team","Data Scientist","Mid","Role focuses on product analytics, experimentation, and predictive modeling with no senior/leadership title.","Frontify","St. Gallen, Switzerland","Hybrid","","","","","Python;SQL;statistics;A/B testing;experimentation;predictive modeling","causal inference","","","English","https://jobs.lever.co/frontify","2026-05-01","lever.co","2026-06-29","2026-06-29"
"078c424d1e42","Machine Learning Engineer","ML Engineer","Mid","Role requires ML expertise in computer vision/deep learning for safety-critical aviation AI without explicit senior title.","Daedalean","Zurich, Switzerland","Onsite","","","","","Python;C++;deep learning;computer vision;PyTorch;machine learning","Rust;ML certification frameworks","","","English","https://www.daedalean.ai/company/careers","","daedalean.ai","2026-06-29","2026-06-29"
"06f868328f56","Machine Learning Research Engineer","AI Researcher","Mid","Role focuses on engineering/optimization of LLM training pipelines in a research context, no senior/lead signals, collaborative research environment.","ETH Zurich","Zurich, Switzerland","Hybrid","","","","","Python;PyTorch;LLMs;deep learning;distributed systems;high-performance computing","open-source contributions","","","English","https://jobs.ethz.ch/job/view/JOPG_ethz_y0arocZ2u7u6EVaUhH","","jobs.ethz.ch","2026-06-29","2026-06-29"
"34f3ca5a17b4","Senior Machine Learning Engineer, Recommendations","ML Engineer","Senior","Title explicitly says Senior; role requires proven experience building and scaling ML infrastructure and owns the full ML lifecycle.","SoundCloud","Berlin, Germany","Hybrid","","","","","Python;PyTorch;TensorFlow;Machine Learning;Deep Learning","","","","English","https://job-boards.greenhouse.io/soundcloud71/jobs/8485177002","2026-03-31","greenhouse.io","2026-06-29","2026-06-29"
"4ee3c6dd196c","Senior Data Scientist - Berlin","Data Scientist","Senior","Title explicitly says Senior; role involves leading projects in fashion search and recommendation for 5M+ items across 80+ markets.","Vestiaire Collective","Berlin, Germany","Hybrid","","","","","Python;Machine Learning;Deep Learning","","","","English","https://jobs.lever.co/vestiairecollective/33da34d4-417b-42c4-8678-e21ce9da0331","","lever.co","2026-06-29","2026-06-29"
"1ecb7a974a44","Data Engineering Manager - Berlin","Data Engineer","Lead/Principal","Explicitly a people manager role leading a team of 2-3 Senior Data Engineers with strategic ownership of data platform.","Vestiaire Collective","Berlin, Germany","Hybrid","","","","","Python;Spark;Kafka;Airflow;Kubernetes;Snowflake;MLflow;SageMaker","LLMs","","","English","https://jobs.lever.co/vestiairecollective/cf3e89a2-0444-4ed5-8f95-c10aec6fda2a","","lever.co","2026-06-29","2026-06-29"
"6eecf5d4c59a","Senior ML Research Engineer – AI & Generative Recommendation (m/f/d)","AI Researcher","Senior","Title explicitly says Senior; requires PhD or MSc with 4+ years of professional experience building large-scale recommenders.","applike group","Hamburg, Germany","Hybrid","","","","","PyTorch;Deep Learning;Python","","4+","PhD in CS, Stats, Math, or Physics (or MSc with extensive research)","English","https://jobs.lever.co/applike/e0f29a2d-e788-48d6-bf8e-920914979bb2","","lever.co","2026-06-29","2026-06-29"
"97b834956d99","Senior Data Scientist (m/f/d) - Remote","Data Scientist","Senior","Title explicitly says Senior; requires 5+ years experience in AI/ERP feature development with ownership of generative AI features.","Xentral ERP Software","Remote, Germany","Remote","","","","","Python;LLMs;SQL","","5+","","English","https://jobs.eu.lever.co/xentral/166bf949-657b-44f5-8147-aa7ea7d563a2","","lever.co","2026-06-29","2026-06-29"
"14500583b7a8","ML Researcher (JetBrains Research)","AI Researcher","Mid","Title is plain ML Researcher (not Senior); requires 4 years ML experience with 1.5 years LLM training — no leadership requirement.","JetBrains","Berlin, Germany","Hybrid","","","","","Python;PyTorch;Hugging Face;LLMs","","4+","","English","https://job-boards.eu.greenhouse.io/jetbrains/jobs/4695301101","","greenhouse.io","2026-06-29","2026-06-29"
"9c35c2be5c08","Senior ML Researcher (Code Editing)","AI Researcher","Senior","Title explicitly says Senior; requires 4+ years ML experience with LLM training track record and conference publications.","JetBrains","Munich, Germany","Hybrid","","","","","Python;PyTorch;Hugging Face;LLMs","","4+","","English","https://job-boards.greenhouse.io/jetbrains/jobs/4726551101","","greenhouse.io","2026-06-29","2026-06-29"
"4e1e5b68420d","Data Scientist (m/f/d)","Data Scientist","Mid","Title has no seniority qualifier; requires 3-5 years of data science/ML experience with production deployment experience.","AutoScout24","Munich, Germany","Onsite","","","","","Python;SQL;scikit-learn;TensorFlow;PyTorch;Docker;AWS;REST APIs","Deep Learning;Jenkins","3-5","Advanced degree in Computer Science, Engineering, Mathematics, or related quantitative field","","https://job-boards.greenhouse.io/autoscout24/jobs/7751011003","","greenhouse.io","2026-06-29","2026-06-29"
"24aea4208ae4","Data Scientist","Data Scientist","Mid","No seniority qualifier; role involves building production ML models with experience from previous research or internships required.","QuantCo","Munich, Germany","Hybrid","","","","","Python;Pandas;SQL;Machine Learning","R;XGBoost;LightGBM;C++","","Degree in Economics, Statistics, Mathematics, Computer Science, Engineering, or Physics","English","https://jobs.lever.co/quantco-/3e18574e-ab5a-46a2-8714-a0221fb937e7","","lever.co","2026-06-29","2026-06-29"
"0fe9aba0d7bd","Data Science Intern","Data Scientist","Intern","Title explicitly says Intern; targets students with coursework/internship-level experience.","QuantCo","Berlin, Germany","Hybrid","","","","","Python;Pandas;SQL;Machine Learning","R;XGBoost;LightGBM","0","Enrolled in Economics, Statistics, Mathematics, Computer Science, Engineering, or Physics","English","https://jobs.lever.co/quantco-/a9862eb3-bbfa-4cdc-862d-ad614f20b1e4","","lever.co","2026-06-29","2026-06-29"
"f7b2d898eefd","Data Scientist - Germany","Data Scientist","Mid","Requires 3+ years with Python/SQL/ML and client-facing delivery experience; no leadership scope.","Dataiku","Remote, Germany","Remote","","","","","Python;SQL;R;PySpark;Spark;Kubernetes","","3+","","English fluent; German advanced to fluent","https://job-boards.greenhouse.io/dataiku/jobs/5529971004","","greenhouse.io","2026-06-29","2026-06-29"
"2a6ae92d6afb","Trainee im Bereich Data Scientist (m/w/divers)","Data Scientist","Junior","Explicit trainee/graduate program requiring only Master degree and first programming experience; 0 years industry experience expected.","Commerzbank","Frankfurt, Germany","Hybrid","","","","","Python;machine learning;statistical modeling;LLMs;data analysis;cloud infrastructure;AI model integration","Azure;GCP;SQL;agile methodology","0","Masters degree in Data Science, Computer Science, Mathematics or similar","English (fluent); German B2","https://jobs.commerzbank.com/index.php?ac=jobad&id=60477","2026-07-01","jobs.commerzbank.com","2026-06-29","2026-06-29"
"52ab8ed3971b","Senior Data Scientist - Conversation Analytics & Dashboarding (w/m/d)","Data Scientist","Senior","Explicit Senior title and requires extensive production ML experience with Python, SQL, and GenAI solutions.","ING Germany","Frankfurt, Germany","Hybrid","","","","","Python;SQL;machine learning;NLP;LLMs;GenAI;data analysis","R;deep learning;MLOps","","MSc or PhD in Mathematics, Physics, Computer Science, Engineering, Econometrics or similar","German (fluent); English (fluent)","https://careers.ing.com/en/job/frankfurt-am-main/senior-data-scientist-conversation-analytics-and-dashboarding-w-m-d/3121/28092464576","","careers.ing.com","2026-06-29","2026-06-29"
